buyer_address_id,buyer_id,city_id,address,zip_code
31,37,5171,"Jalan Ciumbuleuit No. 867
Jambi",19937
32,103,6472,"Jl. Kendalsari No. 39
Pasuruan",08638
33,130,6471,"Jalan Sentot Alibasa No. 21
Parepare",22877
34,100,5171,"Gg. Suniaraja No. 903
Pontianak",60081
35,133,3578,"Gang Soekarno Hatta No. 466
Tanjungbalai",68347
36,149,3573,"Gang K.H. Wahid Hasyim No. 385
Balikpapan",99647
37,2,3173,"Gang K.H. Wahid Hasyim No. 8
Pematangsiantar",68857
38,105,6471,"Jl. Gedebage Selatan No. 6
Parepare",14897
39,137,3471,"Gang Merdeka No. 08
Samarinda",77684
40,1,3171,"Jalan Antapani Lama No. 0
Medan",13578
41,70,3573,"Jl. Kapten Muslihat No. 52
Meulaboh",20152
42,182,3173,"Jl. Setiabudhi No. 49
Langsa",58842
43,40,3175,"Jl. S. Parman No. 59
Denpasar",21462
44,34,1371,"Jl. Bangka Raya No. 31
Tegal",33776
45,59,3174,"Gang Sentot Alibasa No. 99
Pagaralam",20623
46,58,3174,"Gang Astana Anyar No. 637
Surabaya",52107
47,44,3471,"Jl. Indragiri No. 88
Langsa",11499
48,64,3173,"Jl. R.E Martadinata No. 949
Bontang",82176
49,142,3171,"Jalan Stasiun Wonokromo No. 0
Padang Sidempuan",85629
50,36,1375,"Jl. Jend. Sudirman No. 28
Tangerang Selatan",78276
51,193,1375,"Jl. Jayawijaya No. 324
Kediri",06471
52,187,3471,"Gang R.E Martadinata No. 736
Pagaralam",54005
53,167,7371,"Gg. PHH. Mustofa No. 06
Kediri",05640
54,63,3175,"Jalan Cikutra Timur No. 5
Bandar Lampung",80609
55,86,3573,"Gang Tubagus Ismail No. 136
Depok",63136
56,128,3175,"Jalan Sukajadi No. 342
Purwokerto",02522
57,164,6471,"Jl. Wonoayu No. 443
Kota Administrasi Jakarta Timur",71437
58,98,3175,"Gg. Cikapayang No. 297
Meulaboh",42799
59,148,6471,"Jalan Laswi No. 466
Palangkaraya",54937
60,71,3171,"Gang Sukabumi No. 43
Subulussalam",69927
61,101,5171,"Gang Pacuan Kuda No. 890
Magelang",76448
62,182,6471,"Gg. R.E Martadinata No. 647
Pekanbaru",61984
63,98,3273,"Gang Rungkut Industri No. 14
Tangerang",12260
64,62,5171,"Jalan Pasirkoja No. 7
Tomohon",82243
65,22,3273,"Gang Gardujati No. 00
Purwokerto",96386
66,85,7371,"Gang Ronggowarsito No. 9
Sibolga",83283
67,157,3172,"Gang Dipatiukur No. 99
Kota Administrasi Jakarta Timur",58793
68,196,1371,"Jl. BKR No. 04
Sungai Penuh",03621
69,33,3172,"Jl. Veteran No. 160
Meulaboh",03049
70,167,3175,"Jl. Kutai No. 230
Tarakan",36296
71,66,5171,"Gg. Bangka Raya No. 0
Madiun",45389
72,138,3172,"Gg. Peta No. 824
Bandung",58141
73,96,1375,"Jl. Suniaraja No. 966
Langsa",46672
74,103,1371,"Jl. Pasteur No. 959
Pangkalpinang",08328
75,82,1371,"Jl. Tubagus Ismail No. 4
Dumai",64844
76,131,5171,"Jalan Cihampelas No. 1
Payakumbuh",08805
77,5,3273,"Jl. Moch. Toha No. 01
Cilegon",40422
78,55,3174,"Jalan Jend. A. Yani No. 2
Metro",17192
79,74,3175,"Gang Lembong No. 0
Gorontalo",77897
80,175,3173,"Gg. Ir. H. Djuanda No. 18
Bau-Bau",53082
81,109,1375,"Gang Ronggowarsito No. 2
Mataram",45389
82,137,3172,"Gg. W.R. Supratman No. 32
Prabumulih",41809
83,106,3273,"Gang Ahmad Dahlan No. 674
Banjar",02194
84,115,3573,"Gg. Sentot Alibasa No. 3
Metro",11308
85,162,1375,"Gang H.J Maemunah No. 17
Bandar Lampung",46671
86,96,3471,"Gang Ciwastra No. 65
Bogor",58526
87,100,5171,"Jalan Kapten Muslihat No. 682
Pangkalpinang",67313
88,181,3171,"Jalan Dipenogoro No. 4
Tegal",58709
89,106,3173,"Gang Jakarta No. 40
Mojokerto",53786
90,127,3273,"Gg. Ciumbuleuit No. 6
Cilegon",71988
91,18,3174,"Gang Rajiman No. 654
Subulussalam",47477
92,160,5171,"Gang Kiaracondong No. 1
Makassar",13345
93,151,3273,"Jalan Jamika No. 321
Payakumbuh",97623
94,96,1375,"Gg. Peta No. 14
Pekanbaru",41552
95,22,3171,"Gg. Gegerkalong Hilir No. 0
Langsa",94925
96,36,3172,"Jl. Jakarta No. 742
Surabaya",28727
97,130,3172,"Jl. Kiaracondong No. 012
Jambi",98580
98,187,1371,"Gang Kapten Muslihat No. 6
Padang Sidempuan",17938
99,18,3578,"Jl. Kutai No. 5
Surabaya",67505
100,58,3174,"Jalan Raya Setiabudhi No. 596
Cimahi",57125
101,185,3273,"Jl. Raya Ujungberung No. 85
Medan",51813
102,73,3174,"Gang Medokan Ayu No. 75
Tanjungbalai",08045
103,34,1375,"Gang Cikutra Timur No. 30
Tanjungbalai",21928
104,182,3578,"Jalan PHH. Mustofa No. 406
Bau-Bau",80646
105,60,3175,"Jalan Suryakencana No. 1
Bandung",43254
106,43,7371,"Gg. Kutai No. 1
Kediri",90278
107,87,3171,"Gg. Monginsidi No. 360
Bitung",51460
108,169,7371,"Gg. Kapten Muslihat No. 6
Tangerang",01648
109,97,6472,"Gg. Dipenogoro No. 086
Sorong",01489
110,129,5171,"Gg. Kutisari Selatan No. 8
Kota Administrasi Jakarta Barat",58098
111,11,3573,"Jalan Rungkut Industri No. 964
Balikpapan",62119
112,150,6472,"Jalan Pasir Koja No. 05
Padang Sidempuan",25261
113,165,1371,"Jl. Gedebage Selatan No. 781
Metro",95435
114,32,3273,"Jalan Gardujati No. 94
Pariaman",72653
115,82,3175,"Gg. Kebonjati No. 671
Tarakan",66138
116,182,3173,"Jalan M.H Thamrin No. 48
Tangerang Selatan",62255
117,86,3573,"Jl. Sukajadi No. 6
Pariaman",67739
118,46,3471,"Gang Siliwangi No. 86
Palembang",01825
119,84,5171,"Gang Rajiman No. 0
Pontianak",52700
120,13,6471,"Jl. Abdul Muis No. 442
Padang",65129
121,40,3471,"Gg. Dipatiukur No. 069
Mojokerto",83077
122,195,3573,"Jalan Surapati No. 245
Meulaboh",68507
123,86,3173,"Gg. Jend. A. Yani No. 7
Mojokerto",21992
124,4,6471,"Jalan W.R. Supratman No. 6
Kediri",51003
125,1,6472,"Gg. Tebet Barat Dalam No. 0
Binjai",37830
126,34,3578,"Jl. S. Parman No. 7
Pekanbaru",28103
127,98,6471,"Gang Ciumbuleuit No. 57
Jayapura",64751
128,23,3171,"Jalan Pelajar Pejuang No. 79
Sibolga",44479
129,63,3172,"Gg. Cikutra Barat No. 245
Meulaboh",24624
130,50,3175,"Jl. Ciumbuleuit No. 8
Solok",16496
131,104,3174,"Gg. Dipenogoro No. 993
Manado",53240
132,35,3273,"Gang Asia Afrika No. 1
Mojokerto",49977
133,94,7371,"Jalan Jakarta No. 84
Magelang",77824
134,58,1375,"Gang Cikutra Timur No. 112
Padang Sidempuan",84587
135,52,3273,"Gg. Cihampelas No. 554
Gorontalo",82111
136,60,3573,"Gang Sukajadi No. 1
Bandung",97833
137,100,3471,"Gang Rajawali Barat No. 110
Ambon",31514
138,50,1375,"Gg. Joyoboyo No. 2
Padang Sidempuan",22236
139,161,6472,"Gg. Monginsidi No. 5
Denpasar",84572
140,115,3471,"Jalan Jakarta No. 1
Sukabumi",31281
141,93,3471,"Jalan S. Parman No. 985
Pontianak",93857
142,101,3173,"Gg. Rajawali Timur No. 1
Sungai Penuh",29272
143,6,3172,"Gang Rajawali Timur No. 90
Prabumulih",46083
144,193,5171,"Gg. Antapani Lama No. 6
Palangkaraya",74558
145,81,3273,"Jl. Antapani Lama No. 0
Banda Aceh",95538
146,135,1375,"Gang Soekarno Hatta No. 542
Ternate",33654
147,2,3578,"Jl. Abdul Muis No. 181
Metro",48575
148,58,1371,"Gang R.E Martadinata No. 435
Kota Administrasi Jakarta Utara",46272
149,190,7371,"Jl. Rajiman No. 4
Mataram",21113
150,16,1375,"Gang Jayawijaya No. 9
Depok",92087
151,67,3173,"Gang Suniaraja No. 7
Padangpanjang",85276
152,92,7371,"Jl. Pasirkoja No. 8
Prabumulih",28235
153,92,3174,"Gg. Dipatiukur No. 96
Surakarta",85386
154,111,3273,"Gg. Ciumbuleuit No. 803
Cilegon",35194
155,2,5171,"Jalan Sukajadi No. 730
Sukabumi",46650
156,167,3174,"Gg. Jayawijaya No. 4
Tanjungbalai",63324
157,82,6471,"Jl. PHH. Mustofa No. 02
Salatiga",36778
158,56,3175,"Jl. Soekarno Hatta No. 43
Yogyakarta",09233
159,91,6472,"Jl. Pasir Koja No. 9
Madiun",92284
160,113,3273,"Jl. Rajiman No. 34
Lhokseumawe",89209
161,21,3172,"Jalan Dipenogoro No. 09
Surabaya",47304
162,110,6471,"Gg. Rawamangun No. 7
Samarinda",54570
163,4,7371,"Jl. Cihampelas No. 8
Bontang",87088
164,166,3471,"Gang Stasiun Wonokromo No. 664
Malang",47907
165,98,6471,"Gang Peta No. 6
Metro",16085
166,21,7371,"Jl. Jayawijaya No. 6
Bima",33810
167,105,3174,"Jalan Kebonjati No. 7
Kediri",09532
168,123,3273,"Jl. Cikapayang No. 1
Bogor",17597
169,114,3273,"Gang Erlangga No. 56
Blitar",68897
170,49,3174,"Gang Siliwangi No. 586
Bima",38434
171,75,1375,"Gg. Gedebage Selatan No. 6
Kupang",45923
172,32,3171,"Gang S. Parman No. 903
Padangpanjang",62895
173,105,5171,"Jl. Rumah Sakit No. 85
Ambon",07748
174,76,6472,"Gg. Kiaracondong No. 03
Palembang",61084
175,127,3172,"Gang Suniaraja No. 09
Bogor",95987
176,186,3471,"Gang Kebonjati No. 634
Singkawang",58574
177,161,3573,"Jl. Kebonjati No. 745
Semarang",17251
178,79,3173,"Gang Surapati No. 6
Serang",41882
179,2,3171,"Jl. Cikutra Barat No. 01
Palembang",51388
180,155,3471,"Jl. Pelajar Pejuang No. 21
Surakarta",73296
181,100,1371,"Gg. Peta No. 2
Kupang",37596
182,181,3471,"Jalan Kutisari Selatan No. 52
Semarang",89185
183,161,3174,"Jalan BKR No. 79
Madiun",18321
184,104,3174,"Jalan Gedebage Selatan No. 94
Kotamobagu",05398
185,187,3578,"Jl. Sentot Alibasa No. 39
Kotamobagu",53255
186,33,1371,"Gg. Veteran No. 168
Tangerang",48997
187,160,3172,"Gang Cikapayang No. 0
Tangerang",79826
188,35,3578,"Gang Sadang Serang No. 586
Lubuklinggau",31160
189,1,3173,"Gg. Setiabudhi No. 353
Malang",50963
190,13,3273,"Jl. Rawamangun No. 97
Bandung",24219
191,107,1375,"Gg. Dr. Djunjunan No. 79
Depok",91450
192,64,3273,"Jl. Jend. A. Yani No. 7
Pontianak",23701
193,111,1371,"Jl. K.H. Wahid Hasyim No. 308
Purwokerto",72704
194,4,5171,"Jl. Setiabudhi No. 85
Surabaya",63007
195,86,5171,"Jl. Yos Sudarso No. 89
Palu",39538
196,41,3578,"Gg. Waringin No. 972
Parepare",70489
197,152,3273,"Gg. W.R. Supratman No. 723
Cirebon",51864
198,68,1371,"Gg. Ahmad Yani No. 8
Pangkalpinang",92129
199,81,6472,"Jl. Veteran No. 0
Mojokerto",36364
200,38,3573,"Jl. Sadang Serang No. 62
Surabaya",74115
201,195,3173,"Gang Jend. Sudirman No. 236
Lhokseumawe",17985
202,135,3175,"Gang Pasteur No. 2
Batam",60349
203,40,3573,"Gang Antapani Lama No. 2
Mataram",58528
204,185,5171,"Jalan W.R. Supratman No. 1
Bima",83148
205,200,1371,"Gang Asia Afrika No. 546
Sabang",17012
206,140,7371,"Jalan Ciumbuleuit No. 346
Ambon",81229
207,20,3174,"Jalan Sentot Alibasa No. 082
Ternate",22368
208,57,3173,"Jl. Gegerkalong Hilir No. 74
Tangerang",31545
209,43,1371,"Gang Gegerkalong Hilir No. 35
Kupang",16556
210,37,5171,"Jl. Abdul Muis No. 605
Kendari",90780
211,196,3573,"Gang Kiaracondong No. 081
Bima",67805
212,181,5171,"Jalan Stasiun Wonokromo No. 431
Padang Sidempuan",23154
213,36,3573,"Gang Rungkut Industri No. 221
Tangerang Selatan",55038
214,162,3273,"Gang Pacuan Kuda No. 97
Payakumbuh",88136
215,57,3171,"Jalan Cikapayang No. 2
Pangkalpinang",90997
216,95,3273,"Gg. Cikapayang No. 7
Bandar Lampung",87887
217,186,3578,"Gg. Moch. Toha No. 75
Batu",86651
218,96,3573,"Gang Waringin No. 75
Banjarmasin",89678
219,177,3172,"Jalan Setiabudhi No. 0
Banjarmasin",23281
220,30,5171,"Jl. Dipatiukur No. 7
Tual",33506
221,33,3273,"Gang Cihampelas No. 6
Kota Administrasi Jakarta Timur",51435
222,151,5171,"Jl. Kapten Muslihat No. 8
Sabang",59096
223,160,1375,"Jl. Dipenogoro No. 20
Banjarbaru",64878
224,119,1375,"Jalan Kutisari Selatan No. 71
Pasuruan",62833
225,133,6471,"Gang Dipatiukur No. 950
Pekanbaru",97749
